#,รหัสโรค,รายละเอียด,เหตุผล,ICD-10-WHO,ICD-10-TM,ICD-10-TMD
32243,X3232,Exposure to sunlight: at sport & athlet area: while work for income,T,Y,Y,N
32244,X3233,Exposure to sunlight: at sport & athlet area: in oth type work,T,Y,Y,N
32245,X3234,Exposure to sunlight: at sport & athlet area: while resting...,T,Y,Y,N
32246,X3238,Exposure to sunlight: at sport & athlet area: in oth spec activity,T,Y,Y,N
32247,X3239,Exposure to sunlight: at sport & athlet area: during unspec activity,T,Y,Y,N
32248,X324,Exposure to sunlight: at street & highway,T,Y,Y,N
32249,X3240,Exposure to sunlight: at street & highway: in sport activity,T,Y,Y,N
32250,X3241,Exposure to sunlight: at street & highway: in leisure activity,T,Y,Y,N
32251,X3242,Exposure to sunlight: at street & highway: while work for income,T,Y,Y,N
32252,X3243,Exposure to sunlight: at street & highway: in oth type work,T,Y,Y,N
32253,X3244,Exposure to sunlight: at street & highway: while resting...,T,Y,Y,N
32254,X3248,Exposure to sunlight: at street & highway: in oth spec activity,T,Y,Y,N
32255,X3249,Exposure to sunlight: at street & highway: during unspec activity,T,Y,Y,N
32256,X325,Exposure to sunlight: at trade & service area,T,Y,Y,N
32257,X3250,Exposure to sunlight: at trade & service area: in sport activity,T,Y,Y,N
32258,X3251,Exposure to sunlight: at trade & service area: in leisure activity,T,Y,Y,N
32259,X3252,Exposure to sunlight: at trade & service area: while work for income,T,Y,Y,N
32260,X3253,Exposure to sunlight: at trade & service area: in oth type work,T,Y,Y,N
32261,X3254,Exposure to sunlight: at trade & service area: while resting...,T,Y,Y,N
32262,X3258,Exposure to sunlight: at trade & service area: in oth spec activity,T,Y,Y,N
32263,X3259,Exposure to sunlight: at trade & service area: during unspec activity,T,Y,Y,N
32264,X326,Exposure to sunlight: at industr & const area,T,Y,Y,N
32265,X3260,Exposure to sunlight: at industr & const area: in sport activity,T,Y,Y,N
32266,X3261,Exposure to sunlight: at industr & const area: in leisure activity,T,Y,Y,N
32267,X3262,Exposure to sunlight: at industr & const area: while work for income,T,Y,Y,N
32268,X3263,Exposure to sunlight: at industr & const area: in oth type work,T,Y,Y,N
32269,X3264,Exposure to sunlight: at industr & const area: while resting...,T,Y,Y,N
32270,X3268,Exposure to sunlight: at industr & const area: in oth spec activity,T,Y,Y,N
32271,X3269,Exposure to sunlight: at industr & const area: during unspec activity,T,Y,Y,N
32272,X327,Exposure to sunlight: at farm,T,Y,Y,N
32273,X3270,Exposure to sunlight: at farm: in sport activity,T,Y,Y,N
32274,X3271,Exposure to sunlight: at farm: in leisure activity,T,Y,Y,N
32275,X3272,Exposure to sunlight: at farm: while work for income,T,Y,Y,N
32276,X3273,Exposure to sunlight: at farm: in oth type work,T,Y,Y,N
32277,X3274,Exposure to sunlight: at farm: while resting...,T,Y,Y,N
32278,X3278,Exposure to sunlight: at farm: in oth spec activity,T,Y,Y,N
32279,X3279,Exposure to sunlight: at farm: during unspec activity,T,Y,Y,N
32280,X328,Exposure to sunlight: at other spec places,T,Y,Y,N
32281,X3280,Exposure to sunlight: at other spec places: in sport activity,T,Y,Y,N
32282,X3281,Exposure to sunlight: at other spec places: in leisure activity,T,Y,Y,N
32283,X3282,Exposure to sunlight: at other spec places: while work for income,T,Y,Y,N
32284,X3283,Exposure to sunlight: at other spec places: in oth type work,T,Y,Y,N
32285,X3284,Exposure to sunlight: at other spec places: while resting...,T,Y,Y,N
32286,X3288,Exposure to sunlight: at other spec places: in oth spec activity,T,Y,Y,N
32287,X3289,Exposure to sunlight: at other spec places: during unspec activity,T,Y,Y,N
32288,X329,Exposure to sunlight: at unspec place,T,Y,Y,N
32289,X3290,Exposure to sunlight: at unspec place: in sport activity,T,Y,Y,N
32290,X3291,Exposure to sunlight: at unspec place: in leisure activity,T,Y,Y,N
32291,X3292,Exposure to sunlight: at unspec place: while work for income,T,Y,Y,N
32292,X3293,Exposure to sunlight: at unspec place: in oth type work,T,Y,Y,N
32293,X3294,Exposure to sunlight: at unspec place: while resting...,T,Y,Y,N
32294,X3298,Exposure to sunlight: at unspec place: in oth spec activity,T,Y,Y,N
32295,X3299,Exposure to sunlight: at unspec place: during unspec activity,T,Y,Y,N
32296,X33,Victim of lightning,F,Y,N,N
32297,X330,Victim of lightning: at home,T,Y,Y,N
32298,X3300,Victim of lightning: at home: in sport activity,T,Y,Y,N
32299,X3301,Victim of lightning: at home: in leisure activity,T,Y,Y,N
32300,X3302,Victim of lightning: at home: while work for income,T,Y,Y,N
32301,X3303,Victim of lightning: at home: in oth type work,T,Y,Y,N
32302,X3304,Victim of lightning: at home: while resting...,T,Y,Y,N
32303,X3308,Victim of lightning: at home: in oth spec activity,T,Y,Y,N
32304,X3309,Victim of lightning: at home: during unspec activity,T,Y,Y,N
32305,X331,Victim of lightning: at residentl institutn,T,Y,Y,N
32306,X3310,Victim of lightning: at residentl institutn: in sport activity,T,Y,Y,N
32307,X3311,Victim of lightning: at residentl institutn: in leisure activity,T,Y,Y,N
32308,X3312,Victim of lightning: at residentl institutn: while work for income,T,Y,Y,N
32309,X3313,Victim of lightning: at residentl institutn: in oth type work,T,Y,Y,N
32310,X3314,Victim of lightning: at residentl institutn: while resting...,T,Y,Y,N
32311,X3318,Victim of lightning: at residentl institutn: in oth spec activity,T,Y,Y,N
32312,X3319,Victim of lightning: at residentl institutn: during unspec activity,T,Y,Y,N
32313,X332,"Victim of lightning: at school, other..area",T,Y,Y,N
32314,X3320,"Victim of lightning: at school, other..area: in sport activity",T,Y,Y,N
32315,X3321,"Victim of lightning: at school, other..area: in leisure activity",T,Y,Y,N
32316,W8591,Exposure to electric transmission lines: at unspec place: in leisure activity,T,Y,Y,N
32317,W8592,Exposure to electric transmission lines: at unspec place: while work for income,T,Y,Y,N
32318,W8593,Exposure to electric transmission lines: at unspec place: in oth type work,T,Y,Y,N
32319,W8594,Exposure to electric transmission lines: at unspec place: while resting...,T,Y,Y,N
32320,W8598,Exposure to electric transmission lines: at unspec place: in oth spec activity,T,Y,Y,N
32321,W8599,Exposure to electric transmission lines: at unspec place: during unspec activity,T,Y,Y,N
32322,W86,Exposure to other specified electric current,F,Y,N,N
32323,W860,Exposure to other specified electric current: at home,T,Y,Y,N
32324,W8600,Exposure to other specified electric current: at home: in sport activity,T,Y,Y,N
32325,W8601,Exposure to other specified electric current: at home: in leisure activity,T,Y,Y,N
32326,W8602,Exposure to other specified electric current: at home: while work for income,T,Y,Y,N
32327,W8603,Exposure to other specified electric current: at home: in oth type work,T,Y,Y,N
32328,W8604,Exposure to other specified electric current: at home: while resting...,T,Y,Y,N
32329,W8608,Exposure to other specified electric current: at home: in oth spec activity,T,Y,Y,N
32330,W8609,Exposure to other specified electric current: at home: during unspec activity,T,Y,Y,N
32331,W861,Exposure to other specified electric current: at residentl institutn,T,Y,Y,N
32332,W8610,Exposure to other specified electric current: at residentl institutn: in sport activity,T,Y,Y,N
32333,W8611,Exposure to other specified electric current: at residentl institutn: in leisure activity,T,Y,Y,N
32334,W8612,Exposure to other specified electric current: at residentl institutn: while work for income,T,Y,Y,N
32335,W8613,Exposure to other specified electric current: at residentl institutn: in oth type work,T,Y,Y,N
32336,W8614,Exposure to other specified electric current: at residentl institutn: while resting...,T,Y,Y,N
32337,W8618,Exposure to other specified electric current: at residentl institutn: in oth spec activity,T,Y,Y,N
32338,W8619,Exposure to other specified electric current: at residentl institutn: during unspec activity,T,Y,Y,N
32339,W862,"Exposure to other specified electric current: at school, other..area",T,Y,Y,N
32340,W8620,"Exposure to other specified electric current: at school, other..area: in sport activity",T,Y,Y,N
32341,W8621,"Exposure to other specified electric current: at school, other..area: in leisure activity",T,Y,Y,N
32342,W8622,"Exposure to other specified electric current: at school, other..area: while work for income",T,Y,Y,N
32343,W8623,"Exposure to other specified electric current: at school, other..area: in oth type work",T,Y,Y,N
32344,W8624,"Exposure to other specified electric current: at school, other..area: while resting...",T,Y,Y,N
32345,W8628,"Exposure to other specified electric current: at school, other..area: in oth spec activity",T,Y,Y,N
32346,W8629,"Exposure to other specified electric current: at school, other..area: during unspec activity",T,Y,Y,N
32347,W863,Exposure to other specified electric current: at sport & athlet area,T,Y,Y,N
32348,W8630,Exposure to other specified electric current: at sport & athlet area: in sport activity,T,Y,Y,N
32349,W8631,Exposure to other specified electric current: at sport & athlet area: in leisure activity,T,Y,Y,N
32350,W8632,Exposure to other specified electric current: at sport & athlet area: while work for income,T,Y,Y,N
32351,W8633,Exposure to other specified electric current: at sport & athlet area: in oth type work,T,Y,Y,N
32352,W8634,Exposure to other specified electric current: at sport & athlet area: while resting...,T,Y,Y,N
32353,W8638,Exposure to other specified electric current: at sport & athlet area: in oth spec activity,T,Y,Y,N
32354,W8639,Exposure to other specified electric current: at sport & athlet area: during unspec activity,T,Y,Y,N
32355,W864,Exposure to other specified electric current: at street & highway,T,Y,Y,N
32356,W8640,Exposure to other specified electric current: at street & highway: in sport activity,T,Y,Y,N
32357,W8641,Exposure to other specified electric current: at street & highway: in leisure activity,T,Y,Y,N
32358,W8642,Exposure to other specified electric current: at street & highway: while work for income,T,Y,Y,N
32359,W8643,Exposure to other specified electric current: at street & highway: in oth type work,T,Y,Y,N
32360,W8644,Exposure to other specified electric current: at street & highway: while resting...,T,Y,Y,N
32361,W8648,Exposure to other specified electric current: at street & highway: in oth spec activity,T,Y,Y,N
32362,W8649,Exposure to other specified electric current: at street & highway: during unspec activity,T,Y,Y,N
32363,W865,Exposure to other specified electric current: at trade & service area,T,Y,Y,N
32364,W8650,Exposure to other specified electric current: at trade & service area: in sport activity,T,Y,Y,N
32365,W8651,Exposure to other specified electric current: at trade & service area: in leisure activity,T,Y,Y,N
32366,W8652,Exposure to other specified electric current: at trade & service area: while work for income,T,Y,Y,N
32367,W8653,Exposure to other specified electric current: at trade & service area: in oth type work,T,Y,Y,N
32368,W8654,Exposure to other specified electric current: at trade & service area: while resting...,T,Y,Y,N
32369,W8658,Exposure to other specified electric current: at trade & service area: in oth spec activity,T,Y,Y,N
32370,W8659,Exposure to other specified electric current: at trade & service area: during unspec activity,T,Y,Y,N
32371,W866,Exposure to other specified electric current: at industr & const area,T,Y,Y,N
32372,W8660,Exposure to other specified electric current: at industr & const area: in sport activity,T,Y,Y,N
32373,W8661,Exposure to other specified electric current: at industr & const area: in leisure activity,T,Y,Y,N
32374,W8662,Exposure to other specified electric current: at industr & const area: while work for income,T,Y,Y,N
32375,W8663,Exposure to other specified electric current: at industr & const area: in oth type work,T,Y,Y,N
32376,W8664,Exposure to other specified electric current: at industr & const area: while resting...,T,Y,Y,N
32377,W8668,Exposure to other specified electric current: at industr & const area: in oth spec activity,T,Y,Y,N
32378,W8669,Exposure to other specified electric current: at industr & const area: during unspec activity,T,Y,Y,N
32379,W867,Exposure to other specified electric current: at farm,T,Y,Y,N
32380,W8670,Exposure to other specified electric current: at farm: in sport activity,T,Y,Y,N
32381,W8671,Exposure to other specified electric current: at farm: in leisure activity,T,Y,Y,N
32382,W8672,Exposure to other specified electric current: at farm: while work for income,T,Y,Y,N
32383,W8673,Exposure to other specified electric current: at farm: in oth type work,T,Y,Y,N
32384,W8674,Exposure to other specified electric current: at farm: while resting...,T,Y,Y,N
32385,W8678,Exposure to other specified electric current: at farm: in oth spec activity,T,Y,Y,N
